Año,Ciudad,Clave ciudad,Entidad,Indicador,Ejecución de contratos,Robo de vehículos,Competencia en servicios notariales,Tasa de homicidios,Monto reportado en robo de mercancías,Tierra ejidal,Percepción de inseguridad,Sobreexplotación de acuíferos,Consumo de agua,Capacidad de tratamiento de agua en operación,Índice de gestión de calidad del aire,Disposición adecuada de residuos sólidos ,Aprovechamiento del biogás en rellenos sanitarios,"Empresas certificadas como ""limpia""",Desastres naturales,Economía intensiva en energía,Emergencias ambientales,Espacios culturales,Empresa socialmente responsable,Visitas a museos INAH,Universidades de calidad,Rendimiento académico,Escuelas de calidad,Mortalidad por diabetes,Mortalidad infantil ,Médicos,Camas de hospital,Acceso a instituciones de salud,Crecimiento en acceso a servicios de salud,Crecimiento en población altamente calificada,Viviendas con drenaje (sólo conexión a red pública),Viviendas con piso de tierra,Viviendas deshabitadas,Personas por debajo de la línea de bienestar,Desigualdad en las ciudades,Mujeres en la fuerza laboral,Ingreso promedio de la mujer,Duración de período para ediles y delegados,Participación ciudadana,Competencia electoral,Organizaciones de la sociedad civil,Periodistas muertos o desaparecidos,Índice de información presupuestal,Ingresos propios,Apertura de un negocio,Registro de una propiedad,Muertes por infecciones intestinales,Empleados en el sector formal,Crecimiento en los empleados en el sector formal,Crecimiento de la mancha urbana,Densidad poblacional,Salario promedio mensual para trabajadores de tiempo completo,"Jornadas laborales muy largas 
(+48 horas semanales)",Crecimiento en jornadas laborales muy largas,Productividad media del trabajo,Población ocupada sin ingresos,Crecimiento de la población ocupada sin ingresos,Demandantes de conflicto laboral,Crédito a las empresas,Tamaño del mercado hipotecario,Cartera hipotecaria vencida,"Sectores que han presentado alto crecimiento
(2008-2012)",Crecimiento del PIB estatal,Crecimiento del salario promedio,Diversificación económica,Desempleo,Viviendas con líneas telefónicas móviles,Viviendas con computadora,Uso deTwitter como proxy de uso de tecnologías de información,Muertes por accidentes relacionados con transporte,Sistema de transporte masivo,Red carretera avanzada,Aerolíneas,Flujo de pasajeros aéreos,Líneas de autobús,Uso de servicios financieros,Acceso a servicios financieros,Consumo de diesel en transporte de bienes,Inversión extranjera directa (neta),Flujo de pasajeros del o hacia el extranjero,Oferta hotelera 4 y 5 estrellas,Ocupacion hotelera,Sitios UNESCO,Ciudad fronteriza o portuaria,Empresas,Grandes empresas según CNN Expansión,Empresas certificadas con ISO-9000 y 14000,Centros de investigación,Posgrados de calidad,Patentes,,Inversión,Grado de escolaridad efectiva,Absorción de la demanda estudiantil,Licenciados ocupados,Migrantes (nal y ext) con educación superior,Investigadores
2008,Puebla-Tlaxcala,33,Puebla,,43,86,4,97,36,44,63,94,93,6,67,99,100,23,7,89,94,14,10,14,36,89,81,29,48,29,32,35,42,57,81,91,63,82,55,66,46,0,25,90,7,100,8,19,37,52,82,44,41,73,27,56,60,77,30,55,61,77,24,39,53,8,78,48,80,53,3,26,22,59,0,71,19,1,25,15,17,98,22,10,55,60,25,0,27,12,1,5,69,32,,17,49,53,40,22,24
2008,Tehuacán,34,Puebla,,39,80,2,96,83,22,46,100,93,0,0,100,0,7,100,80,100,6,0,7,0,94,53,46,29,29,44,32,30,45,80,70,65,65,73,70,67,0,21,97,0,100,14,16,39,36,79,38,34,74,29,32,54,67,10,81,49,70,13,11,56,3,79,65,26,58,0,8,7,59,67,88,0,0,0,12,11,89,16,0,33,38,0,0,22,0,1,0,0,32,,6,44,31,34,10,24
2008,Querétaro,35,Querétaro,,83,80,6,97,81,49,90,45,89,10,67,85,0,26,98,88,67,52,9,16,9,91,60,54,65,36,20,76,44,63,84,93,54,95,58,75,63,0,83,98,10,100,53,43,81,42,83,82,60,68,76,54,71,69,56,33,57,23,9,97,69,21,92,51,68,53,49,71,29,49,0,60,17,1,49,20,40,96,33,27,76,82,25,0,54,12,0,38,15,70,,27,48,38,45,69,35
2008,San Juan del Río,68,Querétaro,,83,99,9,97,80,33,90,3,87,7,100,100,0,28,100,100,94,3,0,0,0,87,32,47,75,3,28,64,44,54,82,94,45,85,35,53,41,0,66,96,12,100,50,40,81,42,87,71,57,79,28,44,84,54,64,42,55,39,2,21,75,23,92,27,26,62,40,34,9,19,67,48,0,0,7,13,26,65,36,0,49,41,0,0,0,0,20,0,0,70,,31,62,6,38,54,35
2008,Cancún,36,Quintana Roo,,4,95,5,88,89,88,47,100,99,27,0,100,100,5,87,81,94,4,21,0,9,90,60,90,41,36,12,75,43,77,63,92,33,91,51,96,48,0,15,64,13,100,2,68,18,0,82,80,59,0,39,59,52,76,27,76,50,48,45,97,36,14,91,67,45,46,74,60,39,76,0,99,100,100,11,36,33,94,57,100,96,100,0,50,45,0,0,15,0,3,,27,72,15,29,100,1
2008,Chetumal ,76,Quintana Roo,,4,96,1,91,98,8,47,100,64,7,0,100,0,7,93,69,100,24,0,0,9,71,14,55,72,62,51,59,29,68,61,80,74,59,36,100,89,0,26,50,2,100,0,25,18,0,88,67,36,55,40,82,72,79,3,81,64,92,33,73,6,39,91,61,16,69,52,46,20,34,67,23,5,3,4,28,26,99,40,0,0,47,0,50,16,0,0,31,1,3,,5,67,65,35,63,1
2008,Rioverde-Ciudad Fernández,38,San Luis Potosí,,63,85,8,95,100,59,30,100,91,0,0,0,0,13,89,0,94,5,0,0,0,84,21,7,90,49,33,11,100,82,62,21,55,73,58,45,53,0,54,40,3,100,28,5,72,46,98,31,78,100,19,24,83,27,0,41,45,85,6,6,57,23,82,94,1,59,8,7,9,49,67,40,0,0,0,0,1,97,10,0,36,59,0,0,43,0,1,0,0,29,,1,27,6,8,5,34
2008,San Luis Potosí-Soledad,37,San Luis Potosí,,63,80,11,92,74,52,30,1,88,21,67,0,0,23,91,90,89,17,0,7,9,92,44,43,66,32,42,76,44,59,73,90,64,82,43,73,60,0,45,82,10,100,0,29,72,46,67,81,61,67,56,72,63,82,49,65,46,57,15,82,69,10,82,51,70,55,39,63,13,55,0,92,31,1,33,25,21,93,22,42,59,66,0,0,48,15,0,30,9,29,,27,84,54,67,32,34
2008,Los Mochis,69,Sinaloa,,70,76,11,93,94,32,18,100,83,24,0,100,0,9,82,64,94,8,0,0,0,84,47,55,84,35,30,62,40,78,78,79,54,92,8,56,59,0,19,76,4,100,0,45,44,55,92,85,50,69,66,70,86,81,18,98,31,66,38,34,57,22,68,13,37,57,44,47,19,29,67,0,7,3,4,19,26,99,11,2,34,48,0,0,71,5,0,0,0,36,,20,67,48,47,17,10
2008,Culiacán,70,Sinaloa,,70,31,13,63,80,39,18,100,76,33,0,100,100,5,87,75,94,23,100,0,9,81,41,65,90,30,22,70,40,58,80,82,49,91,40,69,43,0,25,83,13,100,72,64,44,55,88,76,55,77,69,71,84,76,20,94,40,60,100,53,52,46,68,44,54,50,50,64,25,57,0,22,19,8,9,49,39,99,12,2,49,51,0,0,50,15,0,8,3,36,,22,67,60,61,14,10
2008,Mazatlán,71,Sinaloa,,70,59,8,81,67,77,18,100,57,33,0,100,0,19,91,72,94,16,0,3,0,89,75,47,80,29,26,58,32,53,82,84,48,80,50,89,32,0,20,79,19,100,33,63,44,55,80,84,34,73,76,70,78,76,12,95,58,76,23,41,51,9,68,49,40,67,41,60,4,88,67,27,31,11,7,29,22,93,12,66,74,67,0,50,46,15,0,26,1,36,,14,79,53,46,19,10
2008,Ciudad Obregon ,72,Sonora,,60,68,6,88,79,67,73,100,69,18,0,0,0,4,89,75,94,7,9,0,0,98,100,45,94,25,41,70,40,57,90,86,53,93,63,53,69,0,54,86,25,100,56,35,53,91,76,83,51,70,61,74,73,81,15,80,57,67,30,21,58,7,81,49,41,67,63,72,20,48,67,100,12,2,18,29,25,92,29,0,52,57,0,0,52,0,0,0,0,34,,9,78,59,49,5,27
2008,Guaymas,39,Sonora,,60,87,11,91,78,49,73,18,91,31,0,0,0,15,80,74,100,21,0,0,0,86,45,41,74,19,22,75,0,15,80,65,46,85,38,60,81,0,59,89,11,100,0,44,53,91,80,83,9,73,45,56,84,90,36,99,56,14,12,15,67,6,81,30,22,57,58,66,10,19,67,100,2,1,12,24,23,92,26,73,48,30,0,50,100,0,0,100,0,34,,20,54,51,32,14,27
2008,Hermosillo,73,Sonora,,60,73,8,94,96,93,73,17,0,4,0,100,0,14,96,90,89,29,6,7,9,100,96,65,57,46,75,76,49,64,90,82,51,94,54,74,68,0,63,90,19,0,61,59,53,91,78,74,68,72,50,73,83,72,62,78,49,13,14,65,60,27,81,47,65,49,72,100,85,44,0,100,29,11,23,32,29,97,56,9,78,66,0,0,56,6,0,25,3,34,,33,100,66,62,21,27
2008,Cárdenas,74,Tabasco,,65,100,7,96,100,26,20,100,89,16,100,0,0,12,80,100,50,6,0,0,0,64,16,58,87,1,14,20,64,61,55,70,98,57,34,25,55,0,24,90,0,100,0,0,25,42,84,45,44,82,4,37,47,62,2,87,39,100,1,15,78,0,90,38,8,19,18,0,24,29,67,28,0,0,0,12,6,97,12,0,27,57,0,0,22,0,0,0,0,24,,1,30,21,16,8,9
2008,Villahermosa,40,Tabasco,,65,76,0,94,95,81,20,100,87,7,33,90,0,0,60,90,94,16,10,0,0,85,47,23,71,100,100,67,34,58,57,89,72,81,34,60,53,0,20,97,1,33,19,15,25,42,91,78,47,77,66,83,45,69,24,79,50,4,8,57,85,15,90,59,45,26,43,29,100,11,0,66,36,8,5,34,19,97,11,4,56,67,0,50,37,0,0,10,3,24,,22,50,53,60,40,9
2008,Tampico-Pánuco,41,Tamaulipas,,41,57,25,97,78,76,29,100,88,23,0,94,0,15,36,93,0,2,0,3,9,91,47,38,62,35,44,69,39,57,89,85,57,82,32,64,53,0,44,80,5,100,6,16,35,65,92,74,54,74,40,72,77,61,40,73,48,80,13,50,73,14,70,39,52,39,46,40,31,76,0,75,26,4,25,21,24,94,36,10,71,35,0,100,43,4,0,8,7,25,,32,65,55,64,32,1
2008,Matamoros,43,Tamaulipas,,47,77,17,95,93,92,15,100,88,5,0,100,0,42,96,100,83,1,0,0,0,78,17,56,76,5,30,77,41,59,91,92,36,95,48,59,21,0,25,83,2,67,28,15,42,49,96,81,62,52,41,59,81,65,18,92,59,88,10,25,56,7,66,42,36,0,40,28,7,62,100,71,10,1,11,20,31,90,18,0,41,28,0,100,0,0,15,11,0,25,,9,41,50,36,28,1
2008,Nuevo Laredo,44,Tamaulipas,,47,13,21,87,75,93,15,100,88,39,0,100,0,6,98,40,89,2,0,0,0,79,32,54,70,23,32,52,38,73,94,95,41,78,51,92,29,0,21,70,4,0,28,3,42,49,91,47,48,74,20,48,82,74,15,83,51,65,7,21,63,9,66,40,26,25,25,38,3,69,67,69,7,1,14,22,30,0,17,0,41,28,0,100,46,0,0,20,0,25,,7,61,21,18,15,1
2008,Reynosa-Río Bravo,42,Tamaulipas,,47,74,16,90,91,83,15,100,89,14,0,100,0,93,82,90,17,0,0,0,0,79,39,47,60,24,32,69,36,30,92,93,23,96,43,61,53,0,23,76,9,100,14,25,42,49,91,81,45,66,36,61,42,92,26,93,28,74,5,65,59,6,66,2,42,61,42,26,8,62,0,46,14,2,19,28,86,90,37,0,41,28,0,100,35,0,0,19,0,25,,22,56,36,55,57,1
2008,Ciudad Victoria,75,Tamaulipas,,47,100,32,95,86,87,15,100,97,32,0,100,0,0,100,100,78,18,0,0,0,75,13,42,67,3,91,84,42,60,97,87,78,90,11,81,32,0,62,21,5,100,0,25,42,49,91,78,60,75,55,100,86,68,10,85,50,73,14,46,66,43,66,0,28,61,45,58,59,50,67,62,5,1,11,47,23,92,17,0,41,28,0,0,0,0,100,17,0,25,,5,76,70,100,30,1
2008,Tlaxcala-Apizaco,45,Tlaxcala,,47,86,0,97,69,62,78,100,90,14,33,96,0,48,11,85,100,17,0,8,0,88,63,22,57,57,51,34,67,79,86,91,53,66,43,53,64,0,23,73,55,100,6,9,35,68,91,44,66,77,0,66,60,55,29,64,50,82,4,15,53,11,72,56,45,33,10,19,13,62,100,66,0,0,0,19,8,96,12,0,20,17,0,0,28,0,3,13,36,13,,17,58,53,51,23,11
2008,Veracruz,46,Veracruz,,32,91,18,99,66,54,51,100,87,24,0,88,0,24,24,91,83,8,0,54,0,97,72,25,57,45,45,63,41,58,62,80,26,88,53,64,71,0,48,87,1,67,9,25,23,89,92,62,55,60,95,64,52,82,47,40,58,63,10,77,62,18,73,81,56,55,60,41,45,100,0,82,40,8,2,22,25,93,12,4,33,50,0,100,56,6,0,0,3,15,,24,48,62,56,28,11
2008,Córdoba,52,Veracruz,,32,83,26,95,88,56,51,100,97,3,0,0,0,4,78,75,100,5,39,1,0,95,57,7,39,28,25,45,24,73,62,63,84,72,66,32,29,0,69,61,1,100,8,24,23,89,80,68,25,59,60,29,53,85,22,44,72,81,34,21,72,19,73,73,34,79,37,23,4,97,67,89,0,0,0,13,18,66,10,0,18,47,0,0,46,0,1,0,0,15,,11,48,40,28,1,11
2008,Orizaba,49,Veracruz,,32,64,14,98,65,47,51,100,86,26,0,98,0,22,29,77,83,6,0,0,0,86,39,4,69,46,50,59,53,89,60,43,86,76,42,79,56,0,45,57,0,67,0,11,23,89,75,73,54,72,44,56,57,67,42,32,68,86,8,24,70,5,73,47,29,78,26,23,10,98,67,83,0,0,9,1,0,86,11,0,18,47,0,0,90,0,2,0,14,15,,21,43,70,53,1,11
2008,Xalapa,47,Veracruz,,32,90,17,97,37,46,51,100,88,1,0,98,0,5,0,70,100,38,0,0,9,98,49,25,61,85,74,70,44,57,64,82,70,76,37,80,45,0,38,65,0,100,0,23,23,89,95,73,61,68,72,67,52,56,9,78,70,78,50,34,71,15,73,1,48,61,52,51,29,75,0,92,5,0,9,27,4,94,10,0,26,49,0,0,31,0,1,15,51,15,,5,86,98,65,35,11
2008,Poza Rica,48,Veracruz,,32,78,7,97,92,47,51,100,91,1,0,75,0,100,38,90,17,4,0,0,0,82,28,11,66,33,30,37,36,49,51,0,97,69,0,47,60,0,58,71,1,67,0,14,23,89,91,60,27,73,72,75,72,56,4,56,66,84,4,18,88,22,73,55,26,98,25,15,15,60,0,90,12,1,12,10,6,97,11,0,18,47,25,0,25,0,2,0,0,15,,4,47,58,47,3,11
2008,Coatzacoalcos,51,Veracruz,,32,90,8,96,100,55,51,100,99,7,0,0,0,16,58,97,67,2,0,0,0,93,57,37,46,31,42,72,46,89,64,86,57,63,28,24,0,0,35,60,0,100,0,7,23,89,90,83,58,74,36,58,0,91,28,74,56,52,2,73,75,7,73,37,33,99,61,37,32,84,67,100,0,0,0,22,18,74,17,0,50,60,0,50,36,0,1,0,0,15,,68,44,57,47,36,11
2008,Minatitlán,50,Veracruz,,32,96,6,98,97,32,51,100,95,3,0,0,0,40,24,98,83,5,0,0,0,83,30,38,57,16,15,74,16,58,62,60,84,29,32,0,39,0,47,71,0,100,0,13,23,89,76,84,27,67,26,47,7,92,19,74,77,77,0,17,91,2,73,66,0,100,39,17,6,84,67,71,10,3,0,9,1,95,14,0,18,47,0,50,8,0,10,0,0,15,,62,29,55,45,9,11
2008,Mérida,53,Yucatán,,25,99,21,98,88,50,100,100,77,1,0,85,100,9,96,85,94,17,0,24,9,98,65,40,62,34,48,72,39,60,0,98,54,77,37,76,40,0,70,78,39,67,6,29,49,49,58,76,53,56,26,78,57,73,26,78,55,61,31,52,71,13,74,43,67,71,71,55,89,48,0,43,38,8,4,27,21,96,13,9,54,82,0,0,52,0,0,12,13,25,,23,63,62,45,30,43
2008,Zacatecas-Guadalupe,54,Zacatecas,,100,58,5,96,27,39,15,11,88,5,0,100,0,10,80,76,94,31,0,29,9,92,71,35,59,7,31,60,34,52,86,97,50,79,45,76,65,0,45,85,70,100,41,19,72,58,66,85,35,68,67,69,69,88,6,57,63,70,15,51,78,12,100,52,37,58,42,87,9,50,67,72,17,5,12,34,30,89,73,38,53,42,25,0,47,0,0,0,8,24,,7,79,69,64,29,42
2009,Aguascalientes,1,Aguascalientes,,175,60,95,101,48,-6552,151,-10983,100,100,67,100,-60,-356,78,98,98,102,100,0,96,86,100,-2,81,73,97,118,40,-16213,9,25,161,-128,52,31,-230,356,112,102,98,100,100,21,79,-158,102,277,-152,0,73,186,129,-93654,105,122,-237,-722,100,100,-101,98,63,-314434,160,-494,160,-989,79,104,71,117,100,100,99,50,-4,73,80,53,65,158,100,-1323,118,-10918,100,-1216,100,100,,-2,150,78,113,-1506,106
2009,Ensenada,55,Baja California,,178,56,92,101,48,-6552,151,-9368,100,100,67,100,63,-343,70,98,102,102,100,0,95,83,100,-9,26,58,96,128,70,-16915,1,8,162,-36,36,-112,-230,359,122,74,100,100,100,21,79,-84,100,269,-229,0,55,186,116,-28474,105,127,-361,-8747,100,100,-265,98,137,-381087,160,-653,136,-2683,67,109,69,-117,100,100,98,42,72,84,80,46,64,158,100,-728,118,-3615,100,-4676,100,100,,-1,145,51,106,-1506,106
2009,Mexicali,3,Baja California,,177,78,94,101,48,-6552,151,-7318,100,100,75,100,-623,-287,87,53,99,102,100,0,96,90,100,-10,100,85,97,136,76,-13775,17,36,162,-58,67,-78,-230,351,129,27,98,100,100,21,79,-259,101,308,-142,0,58,186,116,-20137,105,117,-323,-365,100,101,-219,98,49,-303527,160,-492,167,-1457,17,109,69,-468,-153,100,98,36,84,63,80,53,65,-119,100,-647,118,-4231,100,100,100,100,,-2,149,56,114,-1506,106
2009,Tijuana,2,Baja California,,178,79,95,101,55,-6552,151,-876,100,100,100,100,-13,-190,97,95,99,102,100,0,95,80,100,13,95,77,96,126,40,-17141,0,-5,162,-51,66,-131,-230,359,115,102,100,100,100,21,79,-76,100,273,-124,0,58,186,157,-55931,105,92,-717,-146,100,100,-13,98,78,-328371,160,-720,147,-3018,60,104,67,117,100,100,98,8,-122,-53,80,41,59,158,75,-781,118,-2331,100,100,100,100,,-2,151,78,107,-1506,106
2009,La Paz,56,Baja California Sur,,179,82,90,101,36,-6552,151,-3811,100,100,100,100,-191,-232,98,84,98,102,100,0,96,89,100,-12,126,92,97,155,68,-16655,5,23,162,-59,76,57,-230,355,129,102,100,100,100,21,79,-141,101,308,-268,0,66,186,157,-43133,105,147,-367,52,100,101,-46,98,31,-213243,160,-575,166,-676,56,104,75,-351,-366,100,99,47,77,9,80,53,65,158,75,-563,118,-9922,100,100,100,100,,-2,155,87,111,-1506,106
2009,Los Cabos,57,Baja California Sur,,179,44,100,101,50,-3312,151,-17829,100,100,72,0,36,31,84,95,96,102,-524,0,95,77,100,2,100,64,96,132,67,-702,0,-8,162,-42,36,-50,-230,346,138,-3136,98,-8,100,45,7,-589,101,278,-468,0,49,186,136,-61537,105,88,-691,-4527,100,100,-82,98,69,-448346,160,-770,129,-8167,48,109,84,-1756,-1199,100,98,1,89,48,80,19,56,158,100,-1381,118,-164,100,-1115,99,100,,-2,148,59,100,-4493,106
2009,Campeche,58,Campeche,,174,81,95,100,42,-8979,150,-9103,100,100,67,100,31,17,76,95,92,102,-665,0,95,75,100,9,138,73,96,138,74,-22491,0,-12,162,-21,44,-116,-230,356,147,-5651,100,-689,100,51,46,-460,100,298,-244,0,46,186,154,-26036,105,110,-493,-3244,100,100,-122,95,54,-342913,160,-611,112,-919,30,104,75,-702,-827,100,97,-18,13,-868,80,15,68,-119,100,-1373,118,-271,100,-764,100,100,,-1,146,44,100,-5489,106
2009,Ciudad del Carmen,59,Campeche,,179,100,102,101,100,110,151,100,100,100,100,100,100,100,100,100,100,102,100,0,100,100,100,100,150,100,100,134,63,36,0,103,162,101,151,214,154,400,170,102,100,100,100,108,108,104,105,258,29,82,123,186,139,76,105,107,62,103,100,101,100,101,50,46,160,112,210,136,103,109,100,117,100,100,100,122,131,100,80,100,127,158,100,100,118,100,100,100,100,100,,-2,161,115,119,100,106
2009,Saltillo,5,Coahuila,,179,100,102,101,100,110,151,100,100,100,100,100,100,100,100,100,100,102,100,0,100,100,100,100,150,100,100,134,63,36,0,103,162,101,151,214,154,400,170,102,100,100,100,108,108,104,105,258,29,82,123,186,139,76,105,107,62,103,100,101,100,101,50,46,160,112,210,136,103,109,100,117,100,100,100,122,131,100,80,100,127,158,100,100,118,100,100,100,100,100,,-2,161,115,119,100,106
2009,Monclova-Frontera,6,Coahuila,,179,100,102,101,100,110,151,100,100,100,100,100,100,100,100,100,100,102,100,0,100,100,100,100,150,100,100,134,63,36,0,103,162,101,151,214,154,400,170,102,100,100,100,108,108,104,105,258,29,82,123,186,139,76,105,107,62,103,100,101,100,101,50,46,160,112,210,136,103,109,100,117,100,100,100,122,131,100,80,100,127,158,100,100,118,100,100,100,100,100,,-2,161,115,119,100,106
2009,La Laguna,4,Coahuila,,179,100,102,101,100,110,151,100,100,100,100,100,100,100,100,100,100,102,100,0,100,100,100,100,150,100,100,134,63,36,0,103,162,101,151,214,154,400,170,102,100,100,100,108,108,104,105,258,29,82,123,186,139,76,105,107,62,103,100,101,100,101,50,46,160,112,210,136,103,109,100,117,100,100,100,122,131,100,80,100,127,158,100,100,118,100,100,100,100,100,,-2,161,115,119,100,106
2009,Piedras Negras,7,Coahuila,,179,100,102,101,100,110,151,100,100,100,100,100,100,100,100,100,100,102,100,0,100,100,100,100,150,100,100,134,63,36,0,103,162,101,151,214,154,400,170,102,100,100,100,108,108,104,105,258,29,82,123,186,139,76,105,107,62,103,100,101,100,101,50,46,160,112,210,136,103,109,100,117,100,100,100,122,131,100,80,100,127,158,100,100,118,100,100,100,100,100,,-2,161,115,119,100,106
2009,Tecomán,9,Colima,,179,100,102,101,100,110,151,100,100,100,100,100,100,100,100,100,100,102,100,0,100,100,100,100,150,100,100,134,63,36,0,103,162,101,151,214,154,400,170,102,100,100,100,108,108,104,105,258,29,82,123,186,139,76,105,107,62,103,100,101,100,101,50,46,160,112,210,136,103,109,100,117,100,100,100,122,131,100,80,100,127,158,100,100,118,100,100,100,100,100,,-2,161,115,119,100,106
2009,Colima-Villa de Álvarez,8,Colima,,179,100,102,101,100,110,151,100,100,100,100,100,100,100,100,100,100,102,100,0,100,100,100,100,150,100,100,134,63,36,0,103,162,101,151,214,154,400,170,102,100,100,100,108,108,104,105,258,29,82,123,186,139,76,105,107,62,103,100,101,100,101,50,46,160,112,210,136,103,109,100,117,100,100,100,122,131,100,80,100,127,158,100,100,118,100,100,100,100,100,,-2,161,115,119,100,106
2009,Manzanillo,60,Colima,,179,100,102,101,100,110,151,100,100,100,100,100,100,100,100,100,100,102,100,0,100,100,100,100,150,100,100,134,63,36,0,103,162,101,151,214,154,400,170,102,100,100,100,108,108,104,105,258,29,82,123,186,139,76,105,107,62,103,100,101,100,101,50,46,160,112,210,136,103,109,100,117,100,100,100,122,131,100,80,100,127,158,100,100,118,100,100,100,100,100,,-2,161,115,119,100,106
2009,Tuxtla Gutiérrez,10,Chiapas,,179,100,102,101,100,110,151,100,100,100,100,100,100,100,100,100,100,102,100,0,100,100,100,100,150,100,100,134,63,36,0,103,162,101,151,214,154,400,170,102,100,100,100,108,108,104,105,258,29,82,123,186,139,76,105,107,62,103,100,101,100,101,50,46,160,112,210,136,103,109,100,117,100,100,100,122,131,100,80,100,127,158,100,100,118,100,100,100,100,100,,-2,161,115,119,100,106
2009,Tapachula,61,Chiapas,,179,100,102,101,100,110,151,100,100,100,100,100,100,100,100,100,100,102,100,0,100,100,100,100,150,100,100,134,63,36,0,103,162,101,151,214,154,400,170,102,100,100,100,108,108,104,105,258,29,82,123,186,139,76,105,107,62,103,100,101,100,101,50,46,160,112,210,136,103,109,100,117,100,100,100,122,131,100,80,100,127,158,100,100,118,100,100,100,100,100,,-2,161,115,119,100,106
2009,Chihuahua,12,Chihuahua,,179,100,102,101,100,110,151,100,100,100,100,100,100,100,100,100,100,102,100,0,100,100,100,100,150,100,100,134,63,36,0,103,162,101,151,214,154,400,170,102,100,100,100,108,108,104,105,258,29,82,123,186,139,76,105,107,62,103,100,101,100,101,50,46,160,112,210,136,103,109,100,117,100,100,100,122,131,100,80,100,127,158,100,100,118,100,100,100,100,100,,-2,161,115,119,100,106
2009,Juárez,11,Chihuahua,,179,100,102,101,100,110,151,100,100,100,100,100,100,100,100,100,100,102,100,0,100,100,100,100,150,100,100,134,63,36,0,103,162,101,151,214,154,400,170,102,100,100,100,108,108,104,105,258,29,82,123,186,139,76,105,107,62,103,100,101,100,101,50,46,160,112,210,136,103,109,100,117,100,100,100,122,131,100,80,100,127,158,100,100,118,100,100,100,100,100,,-2,161,115,119,100,106
2009,Valle de México,13,Distrito Federal,,179,100,102,101,100,110,151,100,100,100,100,100,100,100,100,100,100,102,100,0,100,100,100,100,150,100,100,134,63,36,0,103,162,101,151,214,154,400,170,102,100,100,100,108,108,104,105,258,29,82,123,186,139,76,105,107,62,103,100,101,100,101,50,46,160,112,210,136,103,109,100,117,100,100,100,122,131,100,80,100,127,158,100,100,118,100,100,100,100,100,,-2,161,115,119,100,106
2009,Durango,62,Durango,,179,100,102,101,100,110,151,100,100,100,100,100,100,100,100,100,100,102,100,0,100,100,100,100,150,100,100,134,63,36,0,103,162,101,151,214,154,400,170,102,100,100,100,108,108,104,105,258,29,82,123,186,139,76,105,107,62,103,100,101,100,101,50,46,160,112,210,136,103,109,100,117,100,100,100,122,131,100,80,100,127,158,100,100,118,100,100,100,100,100,,-2,161,115,119,100,106
2009,Celaya,63,Guanajuato,,179,100,102,101,100,110,151,100,100,100,100,100,100,100,100,100,100,102,100,0,100,100,100,100,150,100,100,134,63,36,0,103,162,101,151,214,154,400,170,102,100,100,100,108,108,104,105,258,29,82,123,186,139,76,105,107,62,103,100,101,100,101,50,46,160,112,210,136,103,109,100,117,100,100,100,122,131,100,80,100,127,158,100,100,118,100,100,100,100,100,,-2,161,115,119,100,106
2009,Guanajuato,64,Guanajuato,,179,100,102,101,100,110,151,100,100,100,100,100,100,100,100,100,100,102,100,0,100,100,100,100,150,100,100,134,63,36,0,103,162,101,151,214,154,400,170,102,100,100,100,108,108,104,105,258,29,82,123,186,139,76,105,107,62,103,100,101,100,101,50,46,160,112,210,136,103,109,100,117,100,100,100,122,131,100,80,100,127,158,100,100,118,100,100,100,100,100,,-2,161,115,119,100,106
2009,Irapuato,65,Guanajuato,,179,100,102,101,100,110,151,100,100,100,100,100,100,100,100,100,100,102,100,0,100,100,100,100,150,100,100,134,63,36,0,103,162,101,151,214,154,400,170,102,100,100,100,108,108,104,105,258,29,82,123,186,139,76,105,107,62,103,100,101,100,101,50,46,160,112,210,136,103,109,100,117,100,100,100,122,131,100,80,100,127,158,100,100,118,100,100,100,100,100,,-2,161,115,119,100,106
2009,León,14,Guanajuato,,179,100,102,101,100,110,151,100,100,100,100,100,100,100,100,100,100,102,100,0,100,100,100,100,150,100,100,134,63,36,0,103,162,101,151,214,154,400,170,102,100,100,100,108,108,104,105,258,29,82,123,186,139,76,105,107,62,103,100,101,100,101,50,46,160,112,210,136,103,109,100,117,100,100,100,122,131,100,80,100,127,158,100,100,118,100,100,100,100,100,,-2,161,115,119,100,106
2009,La Piedad-Pénjamo,26,Guanajuato,,179,100,102,101,100,110,151,100,100,100,100,100,100,100,100,100,100,102,100,0,100,100,100,100,150,100,100,134,63,36,0,103,162,101,151,214,154,400,170,102,100,100,100,108,108,104,105,258,29,82,123,186,139,76,105,107,62,103,100,101,100,101,50,46,160,112,210,136,103,109,100,117,100,100,100,122,131,100,80,100,127,158,100,100,118,100,100,100,100,100,,-2,161,115,119,100,106
2009,San Francisco del Rincón,15,Guanajuato,,179,100,102,101,100,110,151,100,100,100,100,100,100,100,100,100,100,102,100,0,100,100,100,100,150,100,100,134,63,36,0,103,162,101,151,214,154,400,170,102,100,100,100,108,108,104,105,258,29,82,123,186,139,76,105,107,62,103,100,101,100,101,50,46,160,112,210,136,103,109,100,117,100,100,100,122,131,100,80,100,127,158,100,100,118,100,100,100,100,100,,-2,161,115,119,100,106
