Año,Ciudad,Clave ciudad,Entidad,Indicador,Ejecución de contratos,Robo de vehículos,Competencia en servicios notariales,Tasa de homicidios,Monto reportado en robo de mercancías,Tierra ejidal,Percepción de inseguridad,Sobreexplotación de acuíferos,Consumo de agua,Capacidad de tratamiento de agua en operación,Índice de gestión de calidad del aire,Disposición adecuada de residuos sólidos ,Aprovechamiento del biogás en rellenos sanitarios,"Empresas certificadas como ""limpia""",Desastres naturales,Economía intensiva en energía,Emergencias ambientales,Espacios culturales,Empresa socialmente responsable,Visitas a museos INAH,Universidades de calidad,Rendimiento académico,Escuelas de calidad,Mortalidad por diabetes,Mortalidad infantil ,Médicos,Camas de hospital,Acceso a instituciones de salud,Crecimiento en acceso a servicios de salud,Crecimiento en población altamente calificada,Viviendas con drenaje (sólo conexión a red pública),Viviendas con piso de tierra,Viviendas deshabitadas,Personas por debajo de la línea de bienestar,Desigualdad en las ciudades,Mujeres en la fuerza laboral,Ingreso promedio de la mujer,Duración de período para ediles y delegados,Participación ciudadana,Competencia electoral,Organizaciones de la sociedad civil,Periodistas muertos o desaparecidos,Índice de información presupuestal,Ingresos propios,Apertura de un negocio,Registro de una propiedad,Muertes por infecciones intestinales,Empleados en el sector formal,Crecimiento en los empleados en el sector formal,Crecimiento de la mancha urbana,Densidad poblacional,Salario promedio mensual para trabajadores de tiempo completo,"Jornadas laborales muy largas 
(+48 horas semanales)",Crecimiento en jornadas laborales muy largas,Productividad media del trabajo,Población ocupada sin ingresos,Crecimiento de la población ocupada sin ingresos,Demandantes de conflicto laboral,Crédito a las empresas,Tamaño del mercado hipotecario,Cartera hipotecaria vencida,"Sectores que han presentado alto crecimiento
(2008-2012)",Crecimiento del PIB estatal,Crecimiento del salario promedio,Diversificación económica,Desempleo,Viviendas con líneas telefónicas móviles,Viviendas con computadora,Uso deTwitter como proxy de uso de tecnologías de información,Muertes por accidentes relacionados con transporte,Sistema de transporte masivo,Red carretera avanzada,Aerolíneas,Flujo de pasajeros aéreos,Líneas de autobús,Uso de servicios financieros,Acceso a servicios financieros,Consumo de diesel en transporte de bienes,Inversión extranjera directa (neta),Flujo de pasajeros del o hacia el extranjero,Oferta hotelera 4 y 5 estrellas,Ocupacion hotelera,Sitios UNESCO,Ciudad fronteriza o portuaria,Empresas,Grandes empresas según CNN Expansión,Empresas certificadas con ISO-9000 y 14000,Centros de investigación,Posgrados de calidad,Patentes,,Inversión,Grado de escolaridad efectiva,Absorción de la demanda estudiantil,Licenciados ocupados,Migrantes (nal y ext) con educación superior,Investigadores
2009,Salamanca,66,Guanajuato,,179,100,102,101,100,110,151,100,100,100,100,100,100,100,100,100,100,102,100,0,100,100,100,100,150,100,100,134,63,36,0,103,162,101,151,214,154,400,170,102,100,100,100,108,108,104,105,258,29,82,123,186,139,76,105,107,62,103,100,101,100,101,50,46,160,112,210,136,103,109,100,117,100,100,100,122,131,100,80,100,127,158,100,100,118,100,100,100,100,100,,-2,161,115,119,100,106
2009,Moroléon-Uriangato,78,Guanajuato,,179,100,102,101,100,110,151,100,100,100,100,100,100,100,100,100,100,102,100,0,100,100,100,100,150,100,100,134,63,36,0,103,162,101,151,214,154,400,170,102,100,100,100,108,108,104,105,258,29,82,123,186,139,76,105,107,62,103,100,101,100,101,50,46,160,112,210,136,103,109,100,117,100,100,100,122,131,100,80,100,127,158,100,100,118,100,100,100,100,100,,-2,161,115,119,100,106
2009,Acapulco,16,Guerrero,,179,100,102,101,100,110,151,100,100,100,100,100,100,100,100,100,100,102,100,0,100,100,100,100,150,100,100,134,63,36,0,103,162,101,151,214,154,400,170,102,100,100,100,108,108,104,105,258,29,82,123,186,139,76,105,107,62,103,100,101,100,101,50,46,160,112,210,136,103,109,100,117,100,100,100,122,131,100,80,100,127,158,100,100,118,100,100,100,100,100,,-2,161,115,119,100,106
2009,Chilpancingo,77,Guerrero,,179,100,102,101,100,110,151,100,100,100,100,100,100,100,100,100,100,102,100,0,100,100,100,100,150,100,100,134,63,36,0,103,162,101,151,214,154,400,170,102,100,100,100,108,108,104,105,258,29,82,123,186,139,76,105,107,62,103,100,101,100,101,50,46,160,112,210,136,103,109,100,117,100,100,100,122,131,100,80,100,127,158,100,100,118,100,100,100,100,100,,-2,161,115,119,100,106
2009,Tula,19,Hidalgo,,179,100,102,101,100,110,151,100,100,100,100,100,100,100,100,100,100,102,100,0,100,100,100,100,150,100,100,134,63,36,0,103,162,101,151,214,154,400,170,102,100,100,100,108,108,104,105,258,29,82,123,186,139,76,105,107,62,103,100,101,100,101,50,46,160,112,210,136,103,109,100,117,100,100,100,122,131,100,80,100,127,158,100,100,118,100,100,100,100,100,,-2,161,115,119,100,106
2009,Tulancingo,18,Hidalgo,,179,100,102,101,100,110,151,100,100,100,100,100,100,100,100,100,100,102,100,0,100,100,100,100,150,100,100,134,63,36,0,103,162,101,151,214,154,400,170,102,100,100,100,108,108,104,105,258,29,82,123,186,139,76,105,107,62,103,100,101,100,101,50,46,160,112,210,136,103,109,100,117,100,100,100,122,131,100,80,100,127,158,100,100,118,100,100,100,100,100,,-2,161,115,119,100,106
2009,Pachuca,17,Hidalgo,,179,100,102,101,100,110,151,100,100,100,100,100,100,100,100,100,100,102,100,0,100,100,100,100,150,100,100,134,63,36,0,103,162,101,151,214,154,400,170,102,100,100,100,108,108,104,105,258,29,82,123,186,139,76,105,107,62,103,100,101,100,101,50,46,160,112,210,136,103,109,100,117,100,100,100,122,131,100,80,100,127,158,100,100,118,100,100,100,100,100,,-2,161,115,119,100,106
2009,Guadalajara,20,Jalisco,,179,100,102,101,100,110,151,100,100,100,100,100,100,100,100,100,100,102,100,0,100,100,100,100,150,100,100,134,63,36,0,103,162,101,151,214,154,400,170,102,100,100,100,108,108,104,105,258,29,82,123,186,139,76,105,107,62,103,100,101,100,101,50,46,160,112,210,136,103,109,100,117,100,100,100,122,131,100,80,100,127,158,100,100,118,100,100,100,100,100,,-2,161,115,119,100,106
2009,Ocotlán,22,Jalisco,,179,100,102,101,100,110,151,100,100,100,100,100,100,100,100,100,100,102,100,0,100,100,100,100,150,100,100,134,63,36,0,103,162,101,151,214,154,400,170,102,100,100,100,108,108,104,105,258,29,82,123,186,139,76,105,107,62,103,100,101,100,101,50,46,160,112,210,136,103,109,100,117,100,100,100,122,131,100,80,100,127,158,100,100,118,100,100,100,100,100,,-2,161,115,119,100,106
2009,Puerto Vallarta,21,Jalisco,,179,100,102,101,100,110,151,100,100,100,100,100,100,100,100,100,100,102,100,0,100,100,100,100,150,100,100,134,63,36,0,103,162,101,151,214,154,400,170,102,100,100,100,108,108,104,105,258,29,82,123,186,139,76,105,107,62,103,100,101,100,101,50,46,160,112,210,136,103,109,100,117,100,100,100,122,131,100,80,100,127,158,100,100,118,100,100,100,100,100,,-2,161,115,119,100,106
2009,Toluca,23,México,,179,100,102,101,100,110,151,100,100,100,100,100,100,100,100,100,100,102,100,0,100,100,100,100,150,100,100,134,63,36,0,103,162,101,151,214,154,400,170,102,100,100,100,108,108,104,105,258,29,82,123,186,139,76,105,107,62,103,100,101,100,101,50,46,160,112,210,136,103,109,100,117,100,100,100,122,131,100,80,100,127,158,100,100,118,100,100,100,100,100,,-2,161,115,119,100,106
2009,Zamora-Jacona,25,Michoacán,,179,100,102,101,100,110,151,100,100,100,100,100,100,100,100,100,100,102,100,0,100,100,100,100,150,100,100,134,63,36,0,103,162,101,151,214,154,400,170,102,100,100,100,108,108,104,105,258,29,82,123,186,139,76,105,107,62,103,100,101,100,101,50,46,160,112,210,136,103,109,100,117,100,100,100,122,131,100,80,100,127,158,100,100,118,100,100,100,100,100,,-2,161,115,119,100,106
2009,Morelia,24,Michoacán,,179,100,102,101,100,110,151,100,100,100,100,100,100,100,100,100,100,102,100,0,100,100,100,100,150,100,100,134,63,36,0,103,162,101,151,214,154,400,170,102,100,100,100,108,108,104,105,258,29,82,123,186,139,76,105,107,62,103,100,101,100,101,50,46,160,112,210,136,103,109,100,117,100,100,100,122,131,100,80,100,127,158,100,100,118,100,100,100,100,100,,-2,161,115,119,100,106
2009,Uruapan,67,Michoacán,,179,100,102,101,100,110,151,100,100,100,100,100,100,100,100,100,100,102,100,0,100,100,100,100,150,100,100,134,63,36,0,103,162,101,151,214,154,400,170,102,100,100,100,108,108,104,105,258,29,82,123,186,139,76,105,107,62,103,100,101,100,101,50,46,160,112,210,136,103,109,100,117,100,100,100,122,131,100,80,100,127,158,100,100,118,100,100,100,100,100,,-2,161,115,119,100,106
2009,Cuautla,28,Morelos,,179,100,102,101,100,110,151,100,100,100,100,100,100,100,100,100,100,102,100,0,100,100,100,100,150,100,100,134,63,36,0,103,162,101,151,214,154,400,170,102,100,100,100,108,108,104,105,258,29,82,123,186,139,76,105,107,62,103,100,101,100,101,50,46,160,112,210,136,103,109,100,117,100,100,100,122,131,100,80,100,127,158,100,100,118,100,100,100,100,100,,-2,161,115,119,100,106
2009,Cuernavaca,27,Morelos,,179,100,102,101,100,110,151,100,100,100,100,100,100,100,100,100,100,102,100,0,100,100,100,100,150,100,100,134,63,36,0,103,162,101,151,214,154,400,170,102,100,100,100,108,108,104,105,258,29,82,123,186,139,76,105,107,62,103,100,101,100,101,50,46,160,112,210,136,103,109,100,117,100,100,100,122,131,100,80,100,127,158,100,100,118,100,100,100,100,100,,-2,161,115,119,100,106
2009,Tepic,29,Nayarit,,179,100,102,101,100,110,151,100,100,100,100,100,100,100,100,100,100,102,100,0,100,100,100,100,150,100,100,134,63,36,0,103,162,101,151,214,154,400,170,102,100,100,100,108,108,104,105,258,29,82,123,186,139,76,105,107,62,103,100,101,100,101,50,46,160,112,210,136,103,109,100,117,100,100,100,122,131,100,80,100,127,158,100,100,118,100,100,100,100,100,,-2,161,115,119,100,106
2009,Monterrey,30,Nuevo León,,179,100,102,101,100,110,151,100,100,100,100,100,100,100,100,100,100,102,100,0,100,100,100,100,150,100,100,134,63,36,0,103,162,101,151,214,154,400,170,102,100,100,100,108,108,104,105,258,29,82,123,186,139,76,105,107,62,103,100,101,100,101,50,46,160,112,210,136,103,109,100,117,100,100,100,122,131,100,80,100,127,158,100,100,118,100,100,100,100,100,,-2,161,115,119,100,106
2009,Oaxaca,31,Oaxaca,,179,100,102,101,100,110,151,100,100,100,100,100,100,100,100,100,100,102,100,0,100,100,100,100,150,100,100,134,63,36,0,103,162,101,151,214,154,400,170,102,100,100,100,108,108,104,105,258,29,82,123,186,139,76,105,107,62,103,100,101,100,101,50,46,160,112,210,136,103,109,100,117,100,100,100,122,131,100,80,100,127,158,100,100,118,100,100,100,100,100,,-2,161,115,119,100,106
2009,Tehuantepec-Salina Cruz,32,Oaxaca,,179,100,102,101,100,110,151,100,100,100,100,100,100,100,100,100,100,102,100,0,100,100,100,100,150,100,100,134,63,36,0,103,162,101,151,214,154,400,170,102,100,100,100,108,108,104,105,258,29,82,123,186,139,76,105,107,62,103,100,101,100,101,50,46,160,112,210,136,103,109,100,117,100,100,100,122,131,100,80,100,127,158,100,100,118,100,100,100,100,100,,-2,161,115,119,100,106
2009,Puebla-Tlaxcala,33,Puebla,,179,100,102,101,100,110,151,100,100,100,100,100,100,100,100,100,100,102,100,0,100,100,100,100,150,100,100,134,63,36,0,103,162,101,151,214,154,400,170,102,100,100,100,108,108,104,105,258,29,82,123,186,139,76,105,107,62,103,100,101,100,101,50,46,160,112,210,136,103,109,100,117,100,100,100,122,131,100,80,100,127,158,100,100,118,100,100,100,100,100,,-2,161,115,119,100,106
2009,Tehuacán,34,Puebla,,179,100,102,101,100,110,151,100,100,100,100,100,100,100,100,100,100,102,100,0,100,100,100,100,150,100,100,134,63,36,0,103,162,101,151,214,154,400,170,102,100,100,100,108,108,104,105,258,29,82,123,186,139,76,105,107,62,103,100,101,100,101,50,46,160,112,210,136,103,109,100,117,100,100,100,122,131,100,80,100,127,158,100,100,118,100,100,100,100,100,,-2,161,115,119,100,106
2009,Querétaro,35,Querétaro,,179,100,102,101,100,110,151,100,100,100,100,100,100,100,100,100,100,102,100,0,100,100,100,100,150,100,100,134,63,36,0,103,162,101,151,214,154,400,170,102,100,100,100,108,108,104,105,258,29,82,123,186,139,76,105,107,62,103,100,101,100,101,50,46,160,112,210,136,103,109,100,117,100,100,100,122,131,100,80,100,127,158,100,100,118,100,100,100,100,100,,-2,161,115,119,100,106
2009,San Juan del Río,68,Querétaro,,179,100,102,101,100,110,151,100,100,100,100,100,100,100,100,100,100,102,100,0,100,100,100,100,150,100,100,134,63,36,0,103,162,101,151,214,154,400,170,102,100,100,100,108,108,104,105,258,29,82,123,186,139,76,105,107,62,103,100,101,100,101,50,46,160,112,210,136,103,109,100,117,100,100,100,122,131,100,80,100,127,158,100,100,118,100,100,100,100,100,,-2,161,115,119,100,106
2009,Cancún,36,Quintana Roo,,179,100,102,101,100,110,151,100,100,100,100,100,100,100,100,100,100,102,100,0,100,100,100,100,150,100,100,134,63,36,0,103,162,101,151,214,154,400,170,102,100,100,100,108,108,104,105,258,29,82,123,186,139,76,105,107,62,103,100,101,100,101,50,46,160,112,210,136,103,109,100,117,100,100,100,122,131,100,80,100,127,158,100,100,118,100,100,100,100,100,,-2,161,115,119,100,106
2009,Chetumal ,76,Quintana Roo,,179,100,102,101,100,110,151,100,100,100,100,100,100,100,100,100,100,102,100,0,100,100,100,100,150,100,100,134,63,36,0,103,162,101,151,214,154,400,170,102,100,100,100,108,108,104,105,258,29,82,123,186,139,76,105,107,62,103,100,101,100,101,50,46,160,112,210,136,103,109,100,117,100,100,100,122,131,100,80,100,127,158,100,100,118,100,100,100,100,100,,-2,161,115,119,100,106
2009,Rioverde-Ciudad Fernández,38,San Luis Potosí,,179,100,102,101,100,110,151,100,100,100,100,100,100,100,100,100,100,102,100,0,100,100,100,100,150,100,100,134,63,36,0,103,162,101,151,214,154,400,170,102,100,100,100,108,108,104,105,258,29,82,123,186,139,76,105,107,62,103,100,101,100,101,50,46,160,112,210,136,103,109,100,117,100,100,100,122,131,100,80,100,127,158,100,100,118,100,100,100,100,100,,-2,161,115,119,100,106
2009,San Luis Potosí-Soledad,37,San Luis Potosí,,179,100,102,101,100,110,151,100,100,100,100,100,100,100,100,100,100,102,100,0,100,100,100,100,150,100,100,134,63,36,0,103,162,101,151,214,154,400,170,102,100,100,100,108,108,104,105,258,29,82,123,186,139,76,105,107,62,103,100,101,100,101,50,46,160,112,210,136,103,109,100,117,100,100,100,122,131,100,80,100,127,158,100,100,118,100,100,100,100,100,,-2,161,115,119,100,106
2009,Los Mochis,69,Sinaloa,,179,100,102,101,100,110,151,100,100,100,100,100,100,100,100,100,100,102,100,0,100,100,100,100,150,100,100,134,63,36,0,103,162,101,151,214,154,400,170,102,100,100,100,108,108,104,105,258,29,82,123,186,139,76,105,107,62,103,100,101,100,101,50,46,160,112,210,136,103,109,100,117,100,100,100,122,131,100,80,100,127,158,100,100,118,100,100,100,100,100,,-2,161,115,119,100,106
2009,Culiacán,70,Sinaloa,,179,100,102,101,100,110,151,100,100,100,100,100,100,100,100,100,100,102,100,0,100,100,100,100,150,100,100,134,63,36,0,103,162,101,151,214,154,400,170,102,100,100,100,108,108,104,105,258,29,82,123,186,139,76,105,107,62,103,100,101,100,101,50,46,160,112,210,136,103,109,100,117,100,100,100,122,131,100,80,100,127,158,100,100,118,100,100,100,100,100,,-2,161,115,119,100,106
2009,Mazatlán,71,Sinaloa,,179,100,102,101,100,110,151,100,100,100,100,100,100,100,100,100,100,102,100,0,100,100,100,100,150,100,100,134,63,36,0,103,162,101,151,214,154,400,170,102,100,100,100,108,108,104,105,258,29,82,123,186,139,76,105,107,62,103,100,101,100,101,50,46,160,112,210,136,103,109,100,117,100,100,100,122,131,100,80,100,127,158,100,100,118,100,100,100,100,100,,-2,161,115,119,100,106
2009,Ciudad Obregon ,72,Sonora,,179,100,102,101,100,110,151,100,100,100,100,100,100,100,100,100,100,102,100,0,100,100,100,100,150,100,100,134,63,36,0,103,162,101,151,214,154,400,170,102,100,100,100,108,108,104,105,258,29,82,123,186,139,76,105,107,62,103,100,101,100,101,50,46,160,112,210,136,103,109,100,117,100,100,100,122,131,100,80,100,127,158,100,100,118,100,100,100,100,100,,-2,161,115,119,100,106
2009,Guaymas,39,Sonora,,179,100,102,101,100,110,151,100,100,100,100,100,100,100,100,100,100,102,100,0,100,100,100,100,150,100,100,134,63,36,0,103,162,101,151,214,154,400,170,102,100,100,100,108,108,104,105,258,29,82,123,186,139,76,105,107,62,103,100,101,100,101,50,46,160,112,210,136,103,109,100,117,100,100,100,122,131,100,80,100,127,158,100,100,118,100,100,100,100,100,,-2,161,115,119,100,106
2009,Hermosillo,73,Sonora,,179,100,102,101,100,110,151,100,100,100,100,100,100,100,100,100,100,102,100,0,100,100,100,100,150,100,100,134,63,36,0,103,162,101,151,214,154,400,170,102,100,100,100,108,108,104,105,258,29,82,123,186,139,76,105,107,62,103,100,101,100,101,50,46,160,112,210,136,103,109,100,117,100,100,100,122,131,100,80,100,127,158,100,100,118,100,100,100,100,100,,-2,161,115,119,100,106
2009,Cárdenas,74,Tabasco,,179,100,102,101,100,110,151,100,100,100,100,100,100,100,100,100,100,102,100,0,100,100,100,100,150,100,100,134,63,36,0,103,162,101,151,214,154,400,170,102,100,100,100,108,108,104,105,258,29,82,123,186,139,76,105,107,62,103,100,101,100,101,50,46,160,112,210,136,103,109,100,117,100,100,100,122,131,100,80,100,127,158,100,100,118,100,100,100,100,100,,-2,161,115,119,100,106
2009,Villahermosa,40,Tabasco,,179,100,102,101,100,110,151,100,100,100,100,100,100,100,100,100,100,102,100,0,100,100,100,100,150,100,100,134,63,36,0,103,162,101,151,214,154,400,170,102,100,100,100,108,108,104,105,258,29,82,123,186,139,76,105,107,62,103,100,101,100,101,50,46,160,112,210,136,103,109,100,117,100,100,100,122,131,100,80,100,127,158,100,100,118,100,100,100,100,100,,-2,161,115,119,100,106
2009,Tampico-Pánuco,41,Tamaulipas,,179,100,102,101,100,110,151,100,100,100,100,100,100,100,100,100,100,102,100,0,100,100,100,100,150,100,100,134,63,36,0,103,162,101,151,214,154,400,170,102,100,100,100,108,108,104,105,258,29,82,123,186,139,76,105,107,62,103,100,101,100,101,50,46,160,112,210,136,103,109,100,117,100,100,100,122,131,100,80,100,127,158,100,100,118,100,100,100,100,100,,-2,161,115,119,100,106
2009,Matamoros,43,Tamaulipas,,179,100,102,101,100,110,151,100,100,100,100,100,100,100,100,100,100,102,100,0,100,100,100,100,150,100,100,134,63,36,0,103,162,101,151,214,154,400,170,102,100,100,100,108,108,104,105,258,29,82,123,186,139,76,105,107,62,103,100,101,100,101,50,46,160,112,210,136,103,109,100,117,100,100,100,122,131,100,80,100,127,158,100,100,118,100,100,100,100,100,,-2,161,115,119,100,106
2009,Nuevo Laredo,44,Tamaulipas,,179,100,102,101,100,110,151,100,100,100,100,100,100,100,100,100,100,102,100,0,100,100,100,100,150,100,100,134,63,36,0,103,162,101,151,214,154,400,170,102,100,100,100,108,108,104,105,258,29,82,123,186,139,76,105,107,62,103,100,101,100,101,50,46,160,112,210,136,103,109,100,117,100,100,100,122,131,100,80,100,127,158,100,100,118,100,100,100,100,100,,-2,161,115,119,100,106
2009,Reynosa-Río Bravo,42,Tamaulipas,,179,100,102,101,100,110,151,100,100,100,100,100,100,100,100,100,100,102,100,0,100,100,100,100,150,100,100,134,63,36,0,103,162,101,151,214,154,400,170,102,100,100,100,108,108,104,105,258,29,82,123,186,139,76,105,107,62,103,100,101,100,101,50,46,160,112,210,136,103,109,100,117,100,100,100,122,131,100,80,100,127,158,100,100,118,100,100,100,100,100,,-2,161,115,119,100,106
2009,Ciudad Victoria,75,Tamaulipas,,179,100,102,101,100,110,151,100,100,100,100,100,100,100,100,100,100,102,100,0,100,100,100,100,150,100,100,134,63,36,0,103,162,101,151,214,154,400,170,102,100,100,100,108,108,104,105,258,29,82,123,186,139,76,105,107,62,103,100,101,100,101,50,46,160,112,210,136,103,109,100,117,100,100,100,122,131,100,80,100,127,158,100,100,118,100,100,100,100,100,,-2,161,115,119,100,106
2009,Tlaxcala-Apizaco,45,Tlaxcala,,179,100,102,101,100,110,151,100,100,100,100,100,100,100,100,100,100,102,100,0,100,100,100,100,150,100,100,134,63,36,0,103,162,101,151,214,154,400,170,102,100,100,100,108,108,104,105,258,29,82,123,186,139,76,105,107,62,103,100,101,100,101,50,46,160,112,210,136,103,109,100,117,100,100,100,122,131,100,80,100,127,158,100,100,118,100,100,100,100,100,,-2,161,115,119,100,106
2009,Veracruz,46,Veracruz,,179,100,102,101,100,110,151,100,100,100,100,100,100,100,100,100,100,102,100,0,100,100,100,100,150,100,100,134,63,36,0,103,162,101,151,214,154,400,170,102,100,100,100,108,108,104,105,258,29,82,123,186,139,76,105,107,62,103,100,101,100,101,50,46,160,112,210,136,103,109,100,117,100,100,100,122,131,100,80,100,127,158,100,100,118,100,100,100,100,100,,-2,161,115,119,100,106
2009,Córdoba,52,Veracruz,,179,100,102,101,100,110,151,100,100,100,100,100,100,100,100,100,100,102,100,0,100,100,100,100,150,100,100,134,63,36,0,103,162,101,151,214,154,400,170,102,100,100,100,108,108,104,105,258,29,82,123,186,139,76,105,107,62,103,100,101,100,101,50,46,160,112,210,136,103,109,100,117,100,100,100,122,131,100,80,100,127,158,100,100,118,100,100,100,100,100,,-2,161,115,119,100,106
2009,Orizaba,49,Veracruz,,179,100,102,101,100,110,151,100,100,100,100,100,100,100,100,100,100,102,100,0,100,100,100,100,150,100,100,134,63,36,0,103,162,101,151,214,154,400,170,102,100,100,100,108,108,104,105,258,29,82,123,186,139,76,105,107,62,103,100,101,100,101,50,46,160,112,210,136,103,109,100,117,100,100,100,122,131,100,80,100,127,158,100,100,118,100,100,100,100,100,,-2,161,115,119,100,106
2009,Xalapa,47,Veracruz,,179,100,102,101,100,110,151,100,100,100,100,100,100,100,100,100,100,102,100,0,100,100,100,100,150,100,100,134,63,36,0,103,162,101,151,214,154,400,170,102,100,100,100,108,108,104,105,258,29,82,123,186,139,76,105,107,62,103,100,101,100,101,50,46,160,112,210,136,103,109,100,117,100,100,100,122,131,100,80,100,127,158,100,100,118,100,100,100,100,100,,-2,161,115,119,100,106
2009,Poza Rica,48,Veracruz,,179,100,102,101,100,110,151,100,100,100,100,100,100,100,100,100,100,102,100,0,100,100,100,100,150,100,100,134,63,36,0,103,162,101,151,214,154,400,170,102,100,100,100,108,108,104,105,258,29,82,123,186,139,76,105,107,62,103,100,101,100,101,50,46,160,112,210,136,103,109,100,117,100,100,100,122,131,100,80,100,127,158,100,100,118,100,100,100,100,100,,-2,161,115,119,100,106
2009,Coatzacoalcos,51,Veracruz,,179,100,102,101,100,110,151,100,100,100,100,100,100,100,100,100,100,102,100,0,100,100,100,100,150,100,100,134,63,36,0,103,162,101,151,214,154,400,170,102,100,100,100,108,108,104,105,258,29,82,123,186,139,76,105,107,62,103,100,101,100,101,50,46,160,112,210,136,103,109,100,117,100,100,100,122,131,100,80,100,127,158,100,100,118,100,100,100,100,100,,-2,161,115,119,100,106
2009,Minatitlán,50,Veracruz,,179,100,102,101,100,110,151,100,100,100,100,100,100,100,100,100,100,102,100,0,100,100,100,100,150,100,100,134,63,36,0,103,162,101,151,214,154,400,170,102,100,100,100,108,108,104,105,258,29,82,123,186,139,76,105,107,62,103,100,101,100,101,50,46,160,112,210,136,103,109,100,117,100,100,100,122,131,100,80,100,127,158,100,100,118,100,100,100,100,100,,-2,161,115,119,100,106
2009,Mérida,53,Yucatán,,179,100,102,101,100,110,151,100,100,100,100,100,100,100,100,100,100,102,100,0,100,100,100,100,150,100,100,134,63,36,0,103,162,101,151,214,154,400,170,102,100,100,100,108,108,104,105,258,29,82,123,186,139,76,105,107,62,103,100,101,100,101,50,46,160,112,210,136,103,109,100,117,100,100,100,122,131,100,80,100,127,158,100,100,118,100,100,100,100,100,,-2,161,115,119,100,106
2009,Zacatecas-Guadalupe,54,Zacatecas,,179,100,102,101,100,110,151,100,100,100,100,100,100,100,100,100,100,102,100,0,100,100,100,100,150,100,100,134,63,36,0,103,162,101,151,214,154,400,170,102,100,100,100,108,108,104,105,258,29,82,123,186,139,76,105,107,62,103,100,101,100,101,50,46,160,112,210,136,103,109,100,117,100,100,100,122,131,100,80,100,127,158,100,100,118,100,100,100,100,100,,-2,161,115,119,100,106
2010,Aguascalientes,1,Aguascalientes,,179,100,102,101,100,110,151,100,100,100,100,100,100,0,100,100,100,102,100,0,100,100,100,118,144,100,100,119,63,36,0,103,162,104,202,167,133,400,170,102,100,100,100,100,108,104,100,119,29,82,123,202,130,76,104,109,62,100,100,101,100,102,50,46,160,108,233,139,103,102,100,117,100,100,100,122,131,100,83,100,127,174,100,100,118,100,101,100,100,105,,-2,103,126,106,102,102
2010,Ensenada,55,Baja California,,179,100,102,101,100,110,151,100,100,100,100,100,100,0,100,100,102,102,100,0,100,100,100,118,144,100,100,119,63,36,0,103,162,104,202,167,133,400,170,102,100,100,100,100,108,104,100,119,29,82,123,202,130,76,104,109,62,100,100,101,100,102,50,46,160,108,233,139,103,102,100,117,100,100,100,122,131,100,83,100,127,174,100,100,118,100,101,100,100,105,,-2,103,126,102,102,102
2010,Mexicali,3,Baja California,,179,100,102,101,100,110,151,100,100,100,100,100,100,0,100,100,100,102,100,0,100,100,100,118,144,100,100,119,63,36,0,103,162,104,202,167,133,400,170,102,100,100,100,100,108,104,100,119,29,82,123,202,130,76,104,109,62,100,100,101,100,102,50,46,160,108,233,139,103,102,100,117,100,100,100,122,131,100,83,100,127,174,100,100,118,100,101,100,100,105,,-2,103,126,106,102,102
2010,Tijuana,2,Baja California,,179,100,102,101,100,110,151,100,100,100,100,100,100,0,100,100,100,102,100,0,100,100,100,118,144,100,100,119,63,36,0,103,162,104,202,167,133,400,170,102,100,100,100,100,108,104,100,119,29,82,123,202,130,76,104,109,62,100,100,101,100,102,50,46,160,108,233,139,103,102,100,117,100,100,100,122,131,100,83,100,127,174,100,100,118,100,101,100,100,105,,-2,103,126,106,102,102
2010,La Paz,56,Baja California Sur,,179,100,102,101,100,110,151,100,100,100,100,100,100,0,100,100,100,102,100,0,100,100,100,118,144,100,100,119,63,36,0,103,162,104,202,167,133,400,170,102,100,100,100,100,108,104,100,119,29,82,123,202,130,76,104,109,62,100,100,101,100,102,50,46,160,108,233,139,103,102,100,117,100,100,100,122,131,100,83,100,127,174,100,100,118,100,101,100,100,105,,-2,103,126,106,102,102
2010,Los Cabos,57,Baja California Sur,,179,100,102,101,100,110,151,100,100,100,100,100,100,0,100,100,100,102,100,0,100,100,100,118,144,100,100,119,63,36,0,103,162,104,202,167,133,400,170,102,100,100,100,100,108,104,100,119,29,82,123,202,130,76,104,109,62,100,100,101,100,102,50,46,160,108,233,139,103,102,100,117,100,100,100,122,131,100,83,100,127,174,100,100,118,100,101,100,100,105,,-2,103,126,106,102,102
2010,Campeche,58,Campeche,,179,100,102,101,100,110,151,100,100,100,100,100,100,0,100,100,100,102,100,0,100,100,100,118,144,100,100,119,63,36,0,103,162,104,202,167,133,400,170,102,100,100,100,100,108,104,100,119,29,82,123,202,130,76,104,109,62,100,100,101,100,102,50,46,160,108,233,139,103,102,100,117,100,100,100,122,131,100,83,100,127,174,100,100,118,100,101,100,100,105,,-2,103,126,106,102,102
2010,Ciudad del Carmen,59,Campeche,,179,100,102,101,100,110,151,100,100,100,100,100,100,0,100,100,100,102,100,0,100,100,100,118,144,100,100,119,63,36,0,103,162,104,202,167,133,400,170,102,100,100,100,100,108,104,100,119,29,82,123,202,130,76,104,109,62,100,100,101,100,102,50,46,160,108,233,139,103,102,100,117,100,100,100,122,131,100,83,100,127,174,100,100,118,100,101,100,100,105,,-2,103,126,106,102,102
