Año,Ciudad,Clave ciudad,Entidad,Indicador,Ejecución de contratos,Robo de vehículos,Competencia en servicios notariales,Tasa de homicidios,Sentenciados a más de 1 año de prisión,Monto reportado en robo de mercancías,Tierra ejidal,Percepción de inseguridad,Sobreexplotación de acuíferos,Consumo de agua,Capacidad de tratamiento de agua en operación,Índice de gestión de calidad del aire,Disposición adecuada de residuos sólidos ,Aprovechamiento del biogás en rellenos sanitarios,"Empresas certificadas como ""limpia""",Desastres naturales,Eficiencia energética,Emergencias ambientales,Espacios culturales,Empresa socialmente responsable,Visitas a museos INAH,Universidades de calidad,Rendimiento académico,Escuelas de calidad,Mortalidad por diabetes,Mortalidad infantil ,Médicos,Camas de hospital,Acceso a instituciones de salud,Crecimiento en acceso a servicios de salud,Crecimiento en población altamente calificada,Viviendas con drenaje (sólo conexión a red pública),Viviendas con piso de tierra,Viviendas deshabitadas,Personas por debajo de la línea de bienestar,Desigualdad en las ciudades,Mujeres en la fuerza laboral,Ingreso promedio de la mujer,Duración de período para ediles y delegados,Participación ciudadana,Competencia electoral,Organizaciones de la sociedad civil,Periodistas muertos o desaparecidos,Índice de información presupuestal,Ingresos propios,Apertura de un negocio,Registro de una propiedad,Muertes por infecciones intestinales,Empleados en el sector formal,Crecimiento en los empleados en el sector formal,Crecimiento de la mancha urbana,Densidad poblacional,Salario promedio mensual para trabajadores de tiempo completo,"Jornadas laborales muy largas 
(+48 horas semanales)",Crecimiento en jornadas laborales muy largas,Productividad laboral ,Población ocupada sin ingresos,Crecimiento de la población ocupada sin ingresos,Demandantes de conflicto laboral,Crédito a las empresas,Tamaño del mercado hipotecario,Cartera hipotecaria vencida,"Sectores que han presentado alto crecimiento
(2008-2012)",Crecimiento del PIB estatal,Crecimiento del ingreso promedio,Diversificación económica,Desempleo,Viviendas con líneas telefónicas móviles,Viviendas con computadora,Uso deTwitter como proxy de uso de tecnologías de información,Muertes por accidentes relacionados con transporte,Sistema de transporte masivo,Red carretera avanzada,Aerolíneas,Flujo de pasajeros aéreos,Líneas de autobús,Uso de servicios financieros,Acceso a servicios financieros,Consumo eficiente de diesel,Inversión extranjera directa (neta),Flujo de pasajeros del o hacia el extranjero,Oferta 4 y 5 estrellas,Ocupacion hotelera,Sitios UNESCO,Ciudad fronteriza o portuaria,Empresas,Grandes empresas según CNN Expansión,Empresas certificadas con ISO-9000 y 14000,Centros de investigación,Posgrados de calidad,Patentes,,Inversión,Grado de escolaridad efectiva,Absorción de la demanda estudiantil,Licenciados ocupados,Migrantes (nal y ext) con educación superior,Investigadores
2009,Tecomán,9,Colima,,69.5512820513,62.7551951113,7.0356075596,93.9939749863,62.3754278461,99.7975030387,44.4623756685,59.1524671971,92.9867672911,83.0392094258,5.6492442529,0,100,0,2.4809629084,86.1111111111,60.3593913181,94.4444444444,6.2529745616,0,0,0,60.8300246142,10.8857509628,39.4775144371,48.1300700466,60.8564111425,29.2470217878,17.2803825892,61.9743621084,89.304031374,94.2626152749,55.9277052512,76.8027749707,81.6045897961,79.7364011832,45.567661003,43.7639770239,0,75.9992079963,86.5002612836,9.6918143875,100,0,42.8463792863,18.4549356223,57.3614557486,86.2575121139,81.4726608524,22.6763471047,88.0417815543,49.5482811742,12.0412247907,72.0636975617,71.5594355419,3.5414732742,75.8018716333,65.6714932631,77.4505615196,13.7486160951,31.5976208889,13.9206013782,22.3568969156,62.7080940158,54.6131827546,12.8644939966,62.9415836122,43.756907,9.0481172972,6.8690731952,38.0381143486,66.6666666667,71.0228393128,0,0,0,10.4173901986,31.2599775194,89.3921213649,21.5956935965,0,51.1781996752,63.3390417899,0,0,35.9010536703,0,4.4447565294,0,0,5.7620864986,,9.8251300656,17.3700043458,24.2595744056,6.7474417084,8.4438963256,22.4695313448
2009,Colima-Villa de Álvarez,8,Colima,,69.5512820513,73.489178792,7.0400513282,97.2240049233,48.6502937527,97.6866305325,48.0448978595,59.1524671971,96.9540412956,75.4218723547,30.3930554089,33.3333333333,87.3682137049,0,8.0574391703,100,70.4282392844,94.4444444444,40.223369838,10.0454959054,9.8661768199,9.0909090909,85.6522397768,21.8481621436,33.9622795602,73.7702395021,63.5790673394,31.4393057058,55.8445106788,41.3512783383,55.9733445798,94.4466054999,87.2637330047,54.8949201075,92.3043918059,72.5046234888,62.4666452392,46.2458037354,0,92.4083249878,96.4952534226,43.7308171383,100,0,62.9466131433,18.4549356223,57.3614557486,97.3201617852,74.8857329454,46.5987821457,83.3624256242,45.580870797,30.398259308,64.2989489524,67.3992532966,5.8365254189,71.0437976803,57.0842370481,89.2131755176,14.4831851671,53.027600224,68.4135552806,37.1402463782,62.7080940158,42.8166763349,43.0531732419,71.7763778886,67.4616623443,67.5676016536,12.1571376017,68.4804442351,66.6666666667,55.2071180063,9.5238095238,0.8386220977,10.5263157895,20.9987724752,46.0415880094,97.3461729733,23.3564707822,0,49.8637265304,67.1054287848,0,0,36.4072152042,0,3.0278987097,0,11.834868266,5.7620864986,,15.0220070477,50.927085573,75.0325548162,69.9375451657,41.4160643404,22.4695313448
2009,Manzanillo,60,Colima,,69.5512820513,65.5209483185,4.6301874455,92.1529340011,73.2300246899,87.0923201101,9.0933015016,59.1524671971,100,99.2332048222,27.9220430509,0,0,0,7.0269016698,100,68.0898537999,83.3333333333,2.5053737074,21.0385898047,0,0,71.9108108423,19.3298381582,57.3083767893,57.4944014823,56.4742565304,32.9208444206,57.9279946477,38.3688908791,76.1267819155,94.2755098963,80.4116886514,34.893937126,93.1780234478,71.2586474256,80.0501730222,58.5794405193,0,79.060185504,88.0256148785,7.0247948843,100,0,67.7387938189,18.4549356223,57.3614557486,97.0067543515,96.9973081029,52.4714462335,85.1488291075,30.1474086564,49.1423678709,47.375561843,63.6173394931,3.6317633748,80.8062126374,50.2339189778,78.5608660278,10.4940471456,46.2203114071,76.8491549159,22.2152442704,62.7080940158,48.1371481711,16.295025729,63.4360928373,68.4855027951,49.0217348353,8.1316605979,57.9012644376,66.6666666667,70.4955812155,23.8095238095,7.8077182444,17.5438596491,22.9446322364,52.6633905708,75.8865608941,22.8028990132,70.8163178844,68.6168807076,66.5326712853,0,50,34.6991476967,19.5648721613,1.0311843145,0,0,5.7620864986,,10.0823583497,53.7299486099,42.4539201141,35.6495498387,39.8144197229,22.4695313448
2009,Tuxtla Gutiérrez,10,Chiapas,,55.7692307692,89.1308303137,10.7802833063,95.7489870681,75.6086588638,93.6068372426,51.5332016362,68.8254442453,100,88.2157140991,13.8939217099,33.3333333333,87.3365141677,0,3.389261745,75,72.6700010598,88.8888888889,22.2603226648,0,5.1757055084,0,85.0153378792,39.7748592871,43.9018854677,35.582430819,39.2059002524,35.2978164291,56.2196757532,48.4933215588,71.6937579895,68.4954367214,70.0725774093,81.0360420556,73.2192238791,60.3162931173,66.7731197306,39.6711224745,0,0.8903462564,92.3726859703,53.1304566121,100,7.4074074074,20.0275642723,72.3414401526,93.3416046319,72.8858417798,77.4904946915,57.560966006,87.8564565905,41.5914812179,13.0085996706,38.5245478161,73.9229046197,2.8477985968,89.3771576726,66.743759168,97.6779291684,20.6261157075,33.306085836,62.7698683596,37.1758682671,80.8651399924,7.8031504571,44.2538593482,63.8558560666,16.5298160488,39.8473176604,37.1726503295,100,0,42.6505558172,21.4285714286,7.3261712478,5.2631578947,46.8577952905,8.8857973556,96.016245504,20.0527380029,0,15.5454881029,63.3137925311,0,0,22.7632649937,0,1.9408711647,0,3.8258865912,3.6918064726,,3.5888563601,43.6971520742,85.6949876472,93.2433332619,27.8864656915,19.2504467816
2009,Tapachula,61,Chiapas,,55.7692307692,83.8536654167,7.0120373541,90.8692330833,38.6142068223,95.3904504391,75.0657384665,68.8254442453,100,92.9960308085,0.9520648886,100,100,0,0,83.3333333333,50.8972200848,100,3.2331093185,0,6.3082386966,0,73.4017222573,27.2143774069,31.9912396745,39.5574342414,29.4608559137,43.156778171,10.8333935213,15.3758173368,33.2200298539,68.01867811,28.9044804235,75.0314681088,0,55.661820587,25.3503874496,47.5676772117,0,31.293400991,99.5466665071,35.2875028088,100,0,11.8999983742,72.3414401526,93.3416046319,0,70.9443212916,11.525752977,82.7515818931,50.9668011817,0,36.4370316598,82.4435079337,0.2527793674,84.2177656656,51.9176894273,91.3306910911,20.2798628499,15.0042089029,49.1824080406,58.8865960791,80.8651399924,19.4680890871,26.243567753,70.7459277893,0,12.0942510317,10.9156051067,76.9236594561,66.6666666667,27.1473447322,4.7619047619,4.2599290352,5.2631578947,34.6672330273,15.2084548615,96.6050962607,20.0768636348,0,16.8114107548,45.0107376369,0,100,12.7060229752,0,1.2339875843,17.4723740907,0,3.6918064726,,0,24.4858810151,25.2453568464,35.5809596583,6.9907496954,19.2504467816
2009,Chihuahua,12,Chihuahua,,86.5384615385,38.1807619535,4.6328668251,65.0017163681,78.4995872775,99.107247445,95.6805009276,2.4016158526,82.1730829719,73.5514112817,36.4863867584,33.3333333333,100,0,3.1209764639,80.5555555556,87.0198583159,66.6666666667,15.5054470514,37.0504334856,0,9.0909090909,90.6270302975,53.9440203562,43.0447672791,51.1932762506,32.2927422409,45.5354061149,100,42.1025344292,54.0975293196,97.0192278074,97.0342254499,61.8396523125,94.1101365148,70.5576687764,42.5949929576,33.2989495817,0,36.6755444371,83.0639268696,31.3219382111,33.3333333333,31.4814814815,64.5261093357,47.7348593228,74.6898263027,82.08791265,97.3141761179,65.6437710241,70.8152816828,37.2109413174,41.1232128987,100,80.5170550604,10.7263522404,52.5833726905,50.6499876479,26.3446832458,37.4870373141,72.0705249386,65.9097434538,21.5644465079,79.4573917947,3.0717898336,61.2349914237,34.639614851,68.5644094561,75.9477720275,6.5930864463,87.3501047449,0,65.7099994166,35.7142857143,6.2226605259,17.5438596491,26.7407813944,22.9554816478,96.2415457969,100,10.1011086226,68.0707785636,67.1628305657,0,0,35.8924061715,30.6267673472,4.8146031968,14.6741443508,4.5641107831,40.7677161418,,23.858046263,16.6544086055,79.2377557429,63.6606374945,16.3783677272,5.9599504493
2009,Juárez,11,Chihuahua,,86.5384615385,4.1348916843,1.9775466131,0,76.2308735379,98.7195859183,99.5035753719,2.4016158526,72.9114250115,87.6761512092,25.7662765058,33.3333333333,100,100,9.3396321238,88.8888888889,100,94.4444444444,3.0556466365,0,9.1076947871,9.0909090909,86.2077690024,50.163815071,34.7094088758,0,0,17.1491083639,74.450244448,50.3471202481,56.1889126865,92.3776194502,94.4970708672,38.0323426683,97.8295003797,77.8841436903,38.1131878681,68.4170943337,0,0,76.6885449563,13.650076519,100,88.8888888889,68.7472814389,47.7348593228,74.6898263027,95.142159101,60.6887316835,68.3022239981,0,44.7055550127,34.358233509,97.9854301279,67.4137052302,4.4516751061,81.7397406111,66.2127541786,65.3000007839,20.1514096471,39.3720782109,48.2502756682,21.1848333866,79.4573917947,38.8572882324,53.0017152659,4.5404255715,54.6106899201,42.5509493335,1.9348169371,86.0996071553,0,38.8712337779,14.2857142857,3.3852208668,19.298245614,20.9181826875,11.0479690674,95.2898175376,65.1205917081,0.0013458297,51.8942399654,75.9253271251,0,100,5.7740539689,9.2900501452,1.7042398938,8.1106403342,1.250038877,40.7677161418,,10.4964921757,69.1098080653,47.7450835461,40.5396238309,13.9317576911,5.9599504493
2009,Valle de México,13,Distrito Federal,,56.7855937922,75.4102416816,1.9474199391,93.9193970126,75.1310474875,0,35.6710873114,19.8003057999,12.4539818554,87.4333455461,3.8988111594,100,86.6843975927,100,1.9119752375,80.5555555556,92.6546096646,0,24.4992561978,45.1141961487,39.6795194779,100,90.3102127097,63.1932024397,27.8667466441,38.6953691973,36.6483981213,40.421053191,57.9119226206,42.2915732158,65.4985038519,93.6699336644,95.897978261,92.0734232374,93.6996025445,95.471664292,46.5407028641,52.7671588295,0,51.0469421833,83.5385490232,22.5303567396,0,4.4590643275,58.856564669,21.5746806214,27.3622175787,87.006291204,50.8682668975,55.3222657595,78.7800888554,100,32.286728697,45.5274196835,63.4324429178,10.6029387628,39.5616771156,50.4759838046,79.9204448851,20.9663534613,92.5002211049,39.8199317078,42.0442568875,75.4643451738,45.2325482019,100,40.3936113257,70.4532848011,56.9930760457,23.2410183451,82.3474536127,100,57.1528312581,66.6666666667,8.8545820568,100,62.192354179,23.2093511455,99.5627535413,93.0641845756,46.7978708845,43.7640273976,68.6822263001,100,0,12.6998854216,100,36.1910566469,0,100,91.6618752797,,18.3687620711,65.3634213171,75.1978843176,63.8110477721,51.3675718087,100
2009,Durango,62,Durango,,96.4743589744,61.4063389341,8.6658773432,75.1159829637,69.4132830197,98.8105383975,83.4236632754,0,50.1257752048,85.431317348,48.1789002554,66.6666666667,100,100,10.2399459277,91.6666666667,70.3763167569,100,14.0048568478,7.2751235585,0,0,93.6883025271,61.850857743,38.8657107376,39.8792500442,61.9166686382,54.026870802,71.9000346308,43.9594556258,59.8400186166,77.3292808343,90.1327777586,74.119004812,80.9581885266,66.7652491006,26.7515721778,55.1464584308,0,41.3609609216,63.355822548,12.8923480873,100,66.6666666667,32.3010068542,10.7773009061,5.2936311001,81.2083947644,66.6998948596,61.3801859254,84.1655308988,77.8618944811,25.1420006393,72.6838302674,58.8171929708,2.6496681962,84.979981133,39.6890693219,81.3248782244,0.2973496831,0,100,30.4573350578,67.0570766644,43.6827730954,47.3413379074,50.1284948134,45.9087311705,52.0272660443,7.583482808,50.131832455,0,33.5252958585,16.6666666667,2.0660226052,19.298245614,15.1175428711,0.434103471,97.7244696906,35.6459184002,9.3267391957,45.3889825211,62.9127039649,0,0,31.8665539087,13.5310269083,0.4968535868,20.3954217877,1.8337492122,16.0378050933,,9.6492909614,73.1436259726,68.1636438221,66.39348,15.9598568573,5.6577258813
2009,Celaya,63,Guanajuato,,56.0897435897,70.5938679546,16.5784824571,93.644657745,60.8845333421,95.5292957023,37.9714148173,56.008521781,0.0005697453,88.2261875481,0.5755244854,100,85.7107212719,0,0.9565601717,94.4444444444,88.3280428001,88.8888888889,5.6500175148,15.68460309,2.4270868284,0,82.5989907937,49.9445676275,19.8713399324,47.8113186535,28.5416543819,22.8124278969,44.6131582817,38.0427166926,59.9457325054,86.2494452955,82.3141306214,65.3544898996,85.3339923759,69.7830558214,65.0805176375,43.2556218641,0,51.0893319618,73.3806307381,20.0540321537,100,14.8148148148,40.1612014605,100,72.0016542597,78.5483014536,38.5519031334,40.8455505858,81.3396665619,72.7130391639,31.524417417,46.9347609191,64.2796718587,7.6064911352,50.9422268546,57.1045184301,81.5520461893,14.5193978648,36.3716417483,69.7233213815,26.9868135541,77.8695991561,64.2177537131,43.5677530017,32.5057912852,22.3684228026,30.0201557936,19.0497508498,45.7522119919,100,32.8394914774,0,0,8.7719298246,14.3022909429,34.5693584129,95.0299872086,25.9344617983,0,45.9241957988,34.0138653723,25,0,21.147745271,14.5859231634,5.444357127,0,2.6638315851,42.5212818038,,13.471473445,45.3558993917,42.3925152257,35.6694315383,24.4157752817,15.8216599169
2009,Guanajuato,64,Guanajuato,,56.0897435897,92.5305974741,100,98.7654663572,29.2278526637,86.2511370397,77.6669144943,56.008521781,0,82.8924166652,100,100,100,0,0,100,92.0834039583,100,100,0,100,9.0909090909,83.8212305375,34.4715447154,50.4938287444,60.8916178876,38.5994649675,30.5406042534,69.5429084411,80.5959945014,43.3520237782,84.3339038691,93.7191820297,76.5829969111,98.4141232153,77.0462622393,51.0499601235,47.8856803961,0,50.6613065807,95.5203548668,36.4712352292,100,55.5555555556,53.6797447044,100,72.0016542597,89.7568105037,95.1672548592,100,85.4237851053,50.2266259857,33.5349826539,57.6997023514,0,27.263225584,33.4392238599,35.6913666265,24.0133107202,4.3804465499,23.6928575705,67.7453888489,100,77.8695991561,71.2282138375,1.8867924528,46.0177095171,28.9702283885,48.0215083772,27.9723514173,63.1047974586,66.6666666667,51.6501218768,0,0,7.0175438596,35.5478869174,25.2651816964,96.869533755,27.2918764076,0,42.889234606,36.8124279695,25,0,62.7424737241,0,8.1672314811,39.0353884971,36.1102952768,42.5212818038,,46.0040387992,56.9101250937,96.1372807256,81.9517328133,8.5870565967,15.8216599169
2009,Irapuato,65,Guanajuato,,56.0897435897,85.7100699702,22.1594534199,96.6437526408,78.357333019,94.5759199403,20.3017811199,56.008521781,0.0002644013,86.8109602788,28.8422118109,100,100,0,0,100,80.2925607241,77.7777777778,2.3765412759,0,0,0,89.8650804024,48.7405037985,26.1195406017,39.6715987639,27.6172620402,17.2114427353,46.9797589419,44.0733094532,76.9119445446,87.470899768,91.1534782615,79.5879695959,66.6595446088,55.8535894438,40.4186354139,26.945557654,0,43.3489925815,77.0106283222,33.1908938278,100,83.3333333333,52.514631768,100,72.0016542597,91.422004466,31.7671751839,52.4546779583,85.9515567672,72.3810445385,20.2380553756,44.8938557563,51.2773661453,4.0469728992,94.958829492,0,65.9075969622,25.1140652011,50.2195132868,71.1505248644,25.4821437312,77.8695991561,61.1674516787,44.0823327616,40.7741184521,22.2927056197,30.3917374966,8.406255683,49.8668570169,0,28.7997580885,0,0,3.5087719298,27.9981319807,20.6804464781,94.3568016697,23.5625735085,0,52.9853273122,49.9916106436,0,0,20.8429027961,8.6003490401,1.8925000926,10.2614294606,0.2597549707,42.5212818038,,7.2337367919,43.5290488304,30.3963233103,15.8515878458,7.6807732896,15.8216599169
2009,León,14,Guanajuato,,56.0897435897,89.5609154282,16.3385866031,96.705594608,72.9241681907,96.5705043255,61.8752122239,56.008521781,0.3214840771,80.4822098616,14.5259749832,100,100,0,20.0169875425,88.8888888889,89.0255982004,77.7777777778,3.6502108865,0,0,0,81.3744554748,33.3356628695,37.3498274461,69.1255188471,29.5600107888,38.594845351,56.3187733794,45.8583445145,60.0782877451,89.7556739782,93.5029815395,78.6348231758,94.6227707161,84.6272572153,46.3637606958,39.4178392321,0,54.3279227132,70.9626750044,22.4985032455,100,13.8888888889,43.2137082979,100,72.0016542597,93.7266444326,57.3775696952,55.1504845491,81.1629638238,86.3543642934,44.2342253514,34.2292897156,58.2844121225,8.6598595473,46.8324396153,47.5039077892,41.7276370035,21.582818792,46.009846163,48.1275586879,20.9344599412,77.8695991561,40.2069642661,67.2384219554,57.3273552472,31.4571836988,34.0779169324,8.1589586839,70.0861563448,100,28.4780328258,35.7142857143,4.0040536413,15.7894736842,17.2261514408,24.8206997021,98.5187226864,25.4093028879,51.8863380275,44.4174379196,51.229909021,0,0,33.0515847594,10.1738304637,0.9526965733,8.5069035672,0.5040644309,42.5212818038,,15.1405475038,58.8114851743,41.8361872554,35.9243963958,22.3202422844,15.8216599169
2009,La Piedad-Pénjamo,26,Guanajuato,,55.2884615385,87.3331850004,12.0508068873,93.8877873175,82.4925987636,99.2908551615,44.3138250022,51.2477782482,43.0401041509,93.535277618,11.6582519054,0,100,0,0,88.8888888889,56.0993924527,88.8888888889,1.7543750401,0,0,0,70.4490305724,18.6485405838,20.3188098548,54.6159182834,57.1897009529,36.2567042885,14.8648764095,33.287516168,0,79.5221413749,91.8563295492,45.7848070344,62.3398070078,90.4750285866,15.0396625967,61.1250631429,0,30.5076893545,22.4541683269,6.5554259224,66.6666666667,0,18.9608097824,93.8483547926,69.9958643507,94.7118744458,35.6832571587,29.9697446024,89.0172666976,67.822926673,0.8195047145,34.0551882147,71.5315943877,1.5222479289,81.7851380963,76.1301832898,90.8679055149,43.0257826976,8.042376547,59.7257520221,34.521603958,73.8760537625,22.6757560373,16.8096054889,24.0065368173,3.0422573995,7.4716910762,3.3973417088,39.9457939997,66.6666666667,16.5886192706,0,0,1.7543859649,10.8602002906,18.539900669,98.8706517742,26.0126253098,0,34.7658045139,44.6655443441,0,0,14.3272503085,0,10.2431347973,19.4186974601,0,42.5212818038,,4.6723138975,0,37.5346792026,8.964215934,15.4608185153,15.8216599169
2009,San Francisco del Rincón,15,Guanajuato,,56.0897435897,93.2827766646,12.4784412871,93.9125411091,93.3595265726,94.2594130288,71.9767871087,56.008521781,0.7606391289,92.1744137956,0,0,100,0,0,94.4444444444,81.6470510831,88.8888888889,2.0706806386,0,0,0,82.5974646106,38.6925501908,61.2738967499,52.2376998932,36.0623668294,10.0742340542,16.6207197732,21.650153901,67.3329227755,86.3924253865,94.1146435035,63.0381886669,99.0726970832,100,29.3374612268,45.8734850571,0,66.2021747113,55.4954192821,10.1545129707,100,0,21.4703331791,100,72.0016542597,98.0719155506,69.3578945701,23.2626406767,87.1127372207,69.3516848271,17.8693773047,0,59.907816553,2.3711562732,53.5110833515,44.7409340166,93.3337151935,22.8005667935,7.6818539203,54.0891003112,14.2481798602,77.8695991561,54.1021431347,11.320754717,83.8472070746,16.591332789,5.5952059421,0.6888572786,75.7832924581,66.6666666667,20.3968131619,0,0,0,6.2277270937,27.3661291732,97.5466336622,22.7421422189,0,40.7023160302,38.5917517289,0,0,15.708547308,0,13.6391472927,0,0,42.5212818038,,4.3135624768,19.1139117248,14.0896340629,7.3998973004,7.7981574468,15.8216599169
2009,Salamanca,66,Guanajuato,,56.0897435897,83.973560334,11.441613334,93.2256546763,70.5080672034,99.0898088878,57.3539918833,56.008521781,0.0003119977,80.7372373894,21.4819516126,100,100,0,1.9573643411,100,96.7110237556,66.6666666667,4.2521739976,0,1.2688865908,0,83.6428545977,45.8166100648,16.4929369355,64.4661018532,32.0943992061,16.7695065728,49.0806937045,57.2411222423,62.4423117089,86.908183491,93.7201506982,86.9159722137,83.17775566,60.0983656422,39.3582972658,47.6098786891,0,54.2134895151,41.2826033304,17.8289693281,100,0,33.7189112317,100,72.0016542597,82.1686356862,37.4558948822,70.4779306154,87.4671552399,52.0073436921,35.2780733515,56.6747597708,25.6722108388,26.2361218213,92.040778118,63.2676924592,86.634639283,1.2651031985,83.1876077218,95.8051580566,1.5011522496,77.8695991561,45.340463064,17.1526586621,42.8847816446,24.7208891441,29.2469602292,22.4092229543,42.5592712935,66.6666666667,41.0820767004,0,0,0,9.6288175224,19.88996907,89.5453307471,40.9643494208,0,15.5948860886,84.5707083097,0,0,8.1350465404,0,5.3252330431,0,0,42.5212818038,,46.1681919692,31.5064099743,51.1916665479,28.1854894149,17.0118525537,15.8216599169
2009,Moroléon-Uriangato,78,Guanajuato,,56.0897435897,92.6237714262,11.1770880343,93.1028468975,81.0295817647,95.4844139178,83.5776397844,56.008521781,7.9461078185,87.3027412992,26.8538605353,0,100,0,0,88.8888888889,55.3635512161,94.4444444444,4.6857863975,0,0,0,96.0849436719,43.6963242872,16.4072727911,78.1872941216,55.2873841713,50.6048685715,22.3474924615,16.4094666192,9.808622263,87.0873419567,97.5006519955,27.5029018947,83.4434907876,82.7902787414,86.4543309074,75.0855456168,0,52.7134299635,91.316904839,15.0683438355,100,0,44.3367842956,100,72.0016542597,93.0743624039,21.3531409656,0,87.8143847727,49.8649250815,12.01384594,68.5343448706,100,0.1367394834,72.6164249121,100,96.7531138934,33.3828392942,12.2382842142,2.191867979,55.0442838763,77.8695991561,52.6115165084,4.2881646655,59.5463954153,10.6376320314,12.2180562584,2.3768616397,55.9188520019,100,48.2627165111,0,0,3.5087719298,13.3078640423,62.4154518154,89.1734586119,21.5144190468,0,40.7023160302,38.5917517289,0,0,6.9043706942,0,24.4727872779,0,0,42.5212818038,,0.3809056054,39.8062362073,63.8003501947,52.8749499836,15.3059007903,15.8216599169
2009,Acapulco,16,Guerrero,,59.2948717949,48.1347167242,2.529497678,71.1764449907,83.06066765,99.061865636,24.1907096053,28.5751226456,100,75.93252155,31.3705296708,0,94.8887132514,0,11.1070381232,80.5555555556,71.0593849798,94.4444444444,2.9339359434,0,13.5338674456,0,76.8446939012,51.5092047472,35.8944172162,49.558585147,42.9566044378,22.4423466668,34.5722477425,43.9020022349,70.7457191204,62.1624298581,32.5451995198,14.2635424315,77.7341875307,66.3321369511,64.4721641326,48.8724410604,0,3.6747561048,86.5486896738,21.6754692973,33.3333333333,0,47.2806758063,24.6542680019,26.6749379653,96.8936297539,20.3690811441,45.8154282095,87.8512674253,58.9263399379,15.3974405709,47.288819956,69.7125825608,1.8549969202,51.541143938,50.1954934148,44.8334887507,12.4877712174,25.5370045982,53.1699578532,63.3584807724,64.514306251,63.2989978192,42.1955403087,72.5507328724,17.7735608782,17.2261940836,10.4864522922,78.8525357712,0,21.5726972401,42.8571428571,6.927387205,19.298245614,18.1327677157,14.851309458,98.303091651,19.4697566868,27.7165793896,64.1085726521,38.3356433223,0,50,16.4209349496,0,0.8446501492,0,0,3.5833725938,,12.5094697324,37.0918074503,48.8828700871,48.8010493881,13.3839411929,0
2009,Chilpancingo,77,Guerrero,,59.2948717949,76.7362661942,2.0283228257,82.5740435854,62.4228668192,100,83.8014494268,28.5751226456,100,95.3654296237,0,0,100,0,68.8636363636,97.2222222222,46.334998105,94.4444444444,15.436060263,0,66.9337664266,9.0909090909,82.8027300668,64.6341463415,61.9029014156,58.7272151208,69.3230806202,36.2689665928,50.3588138488,30.3529488073,56.0565064944,66.5500248181,13.2880675046,66.1865215985,79.353152333,72.1266190782,93.2022011414,41.9115741847,0,1.1849356175,11.7529164622,31.2205625246,100,0,23.1714565394,24.6542680019,26.6749379653,94.2772693295,51.6884243393,36.8491790535,76.4291733219,54.6342879576,30.1531935587,70.9500377592,82.198738513,1.5095097784,63.9239648479,64.5700387028,31.0005754622,22.4009631529,6.5947577727,35.0949923273,49.0188744809,64.514306251,64.15702374,21.269296741,74.2735242759,26.518054602,37.7246845696,6.1671828003,17.6303760009,66.6666666667,12.9986348835,0,0,3.5087719298,45.9447574893,11.5397610213,94.8657636181,19.6680362441,0,64.5662611237,44.0187269892,0,0,13.3595627388,0,2.8228474948,0,1.9664223403,3.5833725938,,11.030663606,78.2579860405,59.8906009533,100,24.8016455758,0
2009,Tula,19,Hidalgo,,73.7179487179,85.319848422,5.089492496,97.630352873,84.2317664917,97.6957705229,8.0229402422,55.0589728755,99.9923790213,89.0209499998,0,33.3333333333,53.9042451125,0,3.4827586207,91.6666666667,97.4342653934,77.7777777778,3.6595901001,0,0,0,87.0759942591,29.9133239266,32.7344649999,51.7429257129,38.684740238,25.6150891529,32.0055111552,40.3607498193,62.7825792694,78.0254575894,90.2680464998,51.4812602516,67.1510677702,55.336852952,12.2502051683,22.2293296083,0,33.8530212703,57.0994933377,0,100,0,48.5811029911,23.0805913209,49.3382961125,88.9956497765,34.3096064522,41.9915402644,83.659420476,20.5671833325,57.7197673154,56.585861912,53.62217317,76.3394743761,91.5995915337,39.9937190269,92.8420106134,0.6722723273,28.0106233744,92.3537730334,25.1601298346,72.797102947,73.6550555661,8.576329331,56.2200911849,24.6183255584,22.0899372488,13.8471735608,66.6420583334,66.6666666667,78.676011783,0,0,7.0175438596,21.8560910414,8.9732133231,76.4804778876,24.496340644,0,7.6062205189,0,0,0,15.1081804978,0,33.0009630588,0,0,27.7913776037,,100,52.8526640614,48.4429559805,49.9955101765,28.3856527495,26.212635172
